idx,rsmi,psmi,ea,dh
35,[C:1]([C@@:2]1([H:10])[C@@:3]2([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[C@@:6]12[H:16])([H:7])([H:8])[H:9],[C:1]([C@@:2]1([H:10])[C:3]([H:11])([H:13])[C@:6]1([C:5]([C:4][H:12])([H:14])[H:15])[H:16])([H:7])([H:8])[H:9],76.87316795,68.77693142
36,[C:1]([C@@:2]1([H:10])[C@@:3]2([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[C@@:6]12[H:16])([H:7])([H:8])[H:9],[C:1]([C@@:2]1([H:10])[C@:3]([C:4]([H:12])([H:13])[H:15])([H:11])[C@:6]1([C:5][H:14])[H:16])([H:7])([H:8])[H:9],75.6244662,56.53947975
37,[C:1]([C@@:2]1([H:10])[C@@:3]2([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[C@@:6]12[H:16])([H:7])([H:8])[H:9],[C:1]([C@:3]1([H:11])[C:2]([H:10])=[C:6]([H:16])[C:5]([H:14])([H:15])[C:4]1([H:12])[H:13])([H:7])([H:8])[H:9],93.74673866,-29.03483796
38,[C:1]([C@@:2]1([H:10])[C@@:3]2([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[C@@:6]12[H:16])([H:7])([H:8])[H:9],[C:1]([C:2]([C@@:6]1([H:16])[C:3][C:4]([H:12])([H:13])[C:5]1([H:14])[H:15])([H:10])[H:11])([H:7])([H:8])[H:9],64.96327934,60.22103554
39,[C:1]([C@@:2]1([H:10])[C@@:3]2([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[C@@:6]12[H:16])([H:7])([H:8])[H:9],[C:1](/[C:2](=[C:6](/[C:3]1([H:11])[C:4]([H:12])([H:13])[C:5]1([H:14])[H:15])[H:16])[H:10])([H:7])([H:8])[H:9],65.04830991,-10.23292865
40,[C:1]([C@@:2]1([H:10])[C@@:3]2([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[C@@:6]12[H:16])([H:7])([H:8])[H:9],[C:1](/[C:2](=[C:3](\[C:4]([C:5](=[C:6]([H:15])[H:16])[H:14])([H:12])[H:13])[H:11])[H:10])([H:7])([H:8])[H:9],85.15533772,-15.22613879
41,[C:1]([C@@:2]1([H:10])[C@@:3]2([H:11])[C:4]([H:12])([H:13])[C:5]([H:14])([H:15])[C@@:6]12[H:16])([H:7])([H:8])[H:9],[C:1]([C:2]([C:6]1([H:16])[C@:3]2([H:11])[C:4]([H:12])([H:13])[C@:5]21[H:15])([H:10])[H:14])([H:7])([H:8])[H:9],98.16650192,65.60111173
42,[N:1]#[C:2][C:3]([C:4]#[N:5])([H:6])[H:7],[N:1](=[C:2]=[C:3]([C:4]#[N:5])[H:6])[H:7],70.27041893,12.23113991
43,[N:1]#[C:2][C:3]([C:4]#[N:5])([H:6])[H:7],[N+:1](#[C-:2])[C:3]([C:4]#[N:5])([H:6])[H:7],59.87348159,22.36714288
44,[N:1]#[C:2][C:3]([C:4]#[N:5])([H:6])[H:7],[N:1](=[C:2]=[C:3]([H:6])[H:7])[C:4]#[N:5],93.80755207,20.75888887
45,[O:1]=[C:2]1[C:3]([H:7])([H:8])[C:4]([H:9])=[C:5]([H:10])[C:6]1([H:11])[H:12],[O:1]=[C:2]([C:3]([C:4](=[C:5])[H:9])([H:7])[H:8])[C:6]([H:10])([H:11])[H:12],80.95688118,73.75413228
46,[O:1]=[C:2]1[C:3]([H:7])([H:8])[C:4]([H:9])=[C:5]([H:10])[C:6]1([H:11])[H:12],[O:1]([C:2]1=[C:6]([H:11])[C:5]([H:10])=[C:4]([H:9])[C:3]1([H:7])[H:8])[H:12],67.41037081,13.92083173
47,[O:1]=[C:2]1[C:3]([H:7])([H:8])[C:4]([H:9])=[C:5]([H:10])[C:6]1([H:11])[H:12],[O:1]([C+:2]1[C:3]([H:7])([H:8])[C:4]([H:9])=[C-:5][C:6]1([H:11])[H:12])[H:10],109.9473938,86.64430486
48,[O:1]=[C:2]1[C:3]([H:7])([H:8])[C:4]([H:9])=[C:5]([H:10])[C:6]1([H:11])[H:12],[O:1]=[C:2]=[C:6](/[C:5](=[C:4](\[C:3]([H:7])([H:8])[H:12])[H:9])[H:10])[H:11],59.66839207,11.86206472
49,[O:1]=[C:2]1[C:3]([H:7])([H:8])[C:4]([H:9])=[C:5]([H:10])[C:6]1([H:11])[H:12],[C:3](=[C:4]([C:5](=[C:6]([H:11])[H:12])[H:10])[H:9])([H:7])[H:8].[O+:1]#[C-:2],41.44897989,21.51868397
50,[O:1]=[C:2]1[C:3]([H:7])([H:8])[C:4]([H:9])=[C:5]([H:10])[C:6]1([H:11])[H:12],[O:1]=[C:2]1[C:3]([H:7])([H:8])[C:4]([H:9])([H:10])[C:5][C:6]1([H:11])[H:12],71.65210339,67.34053986
51,[O:1]=[C:2]1[C:3]([H:7])([H:8])[C:4]([H:9])=[C:5]([H:10])[C:6]1([H:11])[H:12],[O:1]=[C:2](/[C:6](=[C:5](\[C:4](=[C:3]([H:7])[H:8])[H:9])[H:10])[H:11])[H:12],59.66728836,16.636396
52,[O:1]=[C:2]1[C:3]([H:7])([H:8])[C:4]([H:9])=[C:5]([H:10])[C:6]1([H:11])[H:12],[O:1]=[C:2]1[C:3]([H:7])([H:8])[C@:4]1([C:5](=[C:6]([H:11])[H:12])[H:10])[H:9],58.81683705,36.69613785
53,[O:1]=[C:2]1[C:3]([H:7])([H:8])[C:4]([H:9])=[C:5]([H:10])[C:6]1([H:11])[H:12],[O:1]1[C:2](=[C:6]([H:11])[H:12])[C:3]([H:7])([H:8])[C:4]([H:9])=[C:5]1[H:10],104.4863938,17.1704005
54,[O:1]=[C:2]1[C:3]([H:7])([H:8])[C:4]([H:9])=[C:5]([H:10])[C:6]1([H:11])[H:12],[H:7][H:12].[O:1]=[C:2]1[C:3]([H:8])=[C:4]([H:9])[C:5]([H:10])=[C:6]1[H:11],56.73637028,28.56957914
55,[O:1]=[C:2]1[C:3]([H:7])([H:8])[C:4]([H:9])=[C:5]([H:10])[C:6]1([H:11])[H:12],[O:1]=[C:2]1[C:3]([H:7])=[C:4]([H:9])[C:5]([H:8])([H:10])[C:6]1([H:11])[H:12],60.93360381,-4.899605359
56,[O:1]=[C:2]1[C:3]([H:7])([H:8])[C:4]([H:9])=[C:5]([H:10])[C:6]1([H:11])[H:12],[O:1]1[C@@:4]2([H:9])[C:3]([H:7])([H:8])[C:2][C:6]([H:11])([H:12])[C@@:5]12[H:10],137.3079223,95.42750926
57,[O:1]=[C:2]1[C:3]([H:7])([H:8])[C:4]([H:9])=[C:5]([H:10])[C:6]1([H:11])[H:12],[O:1]1[C@:2]2([C:3]1([H:7])[H:8])[C:4]([H:9])=[C:5]([H:10])[C:6]2([H:11])[H:12],102.7465375,53.43323067
58,[C:1]([C@:2]12[C:3]([H:10])([H:11])[C@@:4]1([H:12])[C:5]([H:13])([H:14])[C:6]2([H:15])[H:16])([H:7])([H:8])[H:9],[C:1]([C@:2]1([C:6][H:15])[C:3]([H:10])([H:11])[C@:4]1([C:5]([H:13])([H:14])[H:16])[H:12])([H:7])([H:8])[H:9],76.75442561,57.99106421
59,[C:1]([C@:2]12[C:3]([H:10])([H:11])[C@@:4]1([H:12])[C:5]([H:13])([H:14])[C:6]2([H:15])[H:16])([H:7])([H:8])[H:9],[C:1]([C:2]1([C:3][H:11])[C:4]([H:10])([H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])([H:7])([H:8])[H:9],65.27365324,61.7708667
60,[C:1]([C@:2]12[C:3]([H:10])([H:11])[C@@:4]1([H:12])[C:5]([H:13])([H:14])[C:6]2([H:15])[H:16])([H:7])([H:8])[H:9],[C:1]([C:2](=[C:3]([H:10])[H:11])[C:6]([C:4](=[C:5]([H:13])[H:14])[H:12])([H:15])[H:16])([H:7])([H:8])[H:9],69.58049069,-14.56450278
61,[C:1]([C@:2]12[C:3]([H:10])([H:11])[C@@:4]1([H:12])[C:5]([H:13])([H:14])[C:6]2([H:15])[H:16])([H:7])([H:8])[H:9],[C:1]([C:2]1([C:6]([H:14])([H:15])[H:16])[C:3]([H:10])([H:11])[C@:4]1([C:5][H:13])[H:12])([H:7])([H:8])[H:9],75.74339608,55.26360839
62,[C:1]([C@:2]12[C:3]([H:10])([H:11])[C@@:4]1([H:12])[C:5]([H:13])([H:14])[C:6]2([H:15])[H:16])([H:7])([H:8])[H:9],[C:1]([C:2][C:6]([C:5]([C:4](=[C:3]([H:10])[H:11])[H:12])([H:13])[H:14])([H:15])[H:16])([H:7])([H:8])[H:9],60.48455891,55.29241013
63,[C:1]([C@:2]12[C:3]([H:10])([H:11])[C@@:4]1([H:12])[C:5]([H:13])([H:14])[C:6]2([H:15])[H:16])([H:7])([H:8])[H:9],[C:1]([C@:2]1([H:15])[C:3]([H:10])([H:11])[C@:4]1([C:5]([C:6][H:16])([H:13])[H:14])[H:12])([H:7])([H:8])[H:9],78.02037711,70.48682422
64,[C:1]([C@:2]12[C:3]([H:10])([H:11])[C@@:4]1([H:12])[C:5]([H:13])([H:14])[C:6]2([H:15])[H:16])([H:7])([H:8])[H:9],[C:1]([C:2]1([C:3]([H:10])([H:11])[H:12])[C:4][C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])([H:7])([H:8])[H:9],64.55462818,60.13924433
65,[C:1]([C@:2]12[C:3]([H:10])([H:11])[C@@:4]1([H:12])[C:5]([H:13])([H:14])[C:6]2([H:15])[H:16])([H:7])([H:8])[H:9],[C:1]([C:2]1=[C:3]([H:10])[C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])([H:7])([H:8])[H:9],65.32844112,-29.54078269
66,[C:1]([C@:2]12[C:3]([H:10])([H:11])[C@@:4]1([H:12])[C:5]([H:13])([H:14])[C:6]2([H:15])[H:16])([H:7])([H:8])[H:9],[C:1]([C:2](=[C:3]([H:10])[H:11])[C:6]([C:5]([C:4][H:12])([H:13])[H:14])([H:15])[H:16])([H:7])([H:8])[H:9],65.26581803,62.44121304
67,[C:1]([C@:2]12[C:3]([H:10])([H:11])[C@@:4]1([H:12])[C:5]([H:13])([H:14])[C:6]2([H:15])[H:16])([H:7])([H:8])[H:9],[C:1]([C@:2]1([H:11])[C@:4]([C:3][H:10])([H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])([H:7])([H:8])[H:9],65.45489762,63.56091301
68,[C:1]([C@:2]12[C:3]([H:10])([H:11])[C@@:4]1([H:12])[C:5]([H:13])([H:14])[C:6]2([H:15])[H:16])([H:7])([H:8])[H:9],[C:1]([C:2][C:3]([C:4]1([H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])([H:10])[H:11])([H:7])([H:8])[H:9],71.24512371,62.63051544
69,[C:1]([C@:2]12[C:3]([H:10])([H:11])[C@@:4]1([H:12])[C:5]([H:13])([H:14])[C:6]2([H:15])[H:16])([H:7])([H:8])[H:9],[C:1]([C@@:2]1([H:12])[C:3]([H:10])([H:11])[C:4][C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])([H:7])([H:8])[H:9],59.927189,38.05565629
70,[C:1]([C@:2]12[C:3]([H:10])([H:11])[C@@:4]1([H:12])[C:5]([H:13])([H:14])[C:6]2([H:15])[H:16])([H:7])([H:8])[H:9],[C:1]([C:2]1([C:3]([C:4][H:12])([H:10])[H:11])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])([H:7])([H:8])[H:9],72.47003522,71.28159093
71,[C:1]([C@:2]12[C:3]([H:10])([H:11])[C@@:4]1([H:12])[C:5]([H:13])([H:14])[C:6]2([H:15])[H:16])([H:7])([H:8])[H:9],[C:1]([C:2][C:4]1([H:12])[C:3]([H:10])([H:11])[C:6]([H:15])([H:16])[C:5]1([H:13])[H:14])([H:7])([H:8])[H:9],111.7232355,57.96855455
72,[C:1]([C@:2]12[C:3]([H:10])([H:11])[C@@:4]1([H:12])[C:5]([H:13])([H:14])[C:6]2([H:15])[H:16])([H:7])([H:8])[H:9],[C:1]([C+:2]1[C@:4]([C:3]([H:10])([H:11])[H:14])([H:12])[C-:5]([H:13])[C:6]1([H:15])[H:16])([H:7])([H:8])[H:9],93.86674939,61.20284042
73,[C:1]([C@:2]12[C:3]([H:10])([H:11])[C@@:4]1([H:12])[C:5]([H:13])([H:14])[C:6]2([H:15])[H:16])([H:7])([H:8])[H:9],[C:1]([C:3]([C@:4]1([H:12])[C:2][C:6]([H:15])([H:16])[C:5]1([H:13])[H:14])([H:10])[H:11])([H:7])([H:8])[H:9],95.221411,63.25371446
74,[C:1]([C@:2]12[C:3]([H:10])([H:11])[C@@:4]1([H:12])[C:5]([H:13])([H:14])[C:6]2([H:15])[H:16])([H:7])([H:8])[H:9],[C:1]([C@:2]1([C:6]([C:5]([H:12])([H:13])[H:14])([H:15])[H:16])[C:3]([H:10])([H:11])[C:4]1)([H:7])([H:8])[H:9],70.71434207,60.91774084
75,[C:1]([C@:2]12[C:3]([H:10])([H:11])[C@@:4]1([H:12])[C:5]([H:13])([H:14])[C:6]2([H:15])[H:16])([H:7])([H:8])[H:9],[C:1]([C@:2]1([H:11])[C:3]([H:10])=[C:4]([H:12])[C:5]([H:13])([H:14])[C:6]1([H:15])[H:16])([H:7])([H:8])[H:9],65.394296,-26.0775958
76,[C:1]([C@:2]12[C:3]([H:10])([H:11])[C@@:4]1([H:12])[C:5]([H:13])([H:14])[C:6]2([H:15])[H:16])([H:7])([H:8])[H:9],[C:1](/[C:2](=[C:6](/[C:5]([C:4](=[C:3]([H:10])[H:11])[H:12])([H:13])[H:14])[H:15])[H:16])([H:7])([H:8])[H:9],92.24964532,-13.26235022
77,[C:1]([C@:2]12[C:3]([H:10])([H:11])[C@@:4]1([H:12])[C:5]([H:13])([H:14])[O:6]2)([H:7])([H:8])[H:9],[C:1]([C:2]([C:3]([C:4](=[C:5]([H:13])[H:14])[H:12])([H:10])[H:11])=[O:6])([H:7])([H:8])[H:9],25.52107109,-37.64076773
78,[C:1]([C@:2]12[C:3]([H:10])([H:11])[C@@:4]1([H:12])[C:5]([H:13])([H:14])[O:6]2)([H:7])([H:8])[H:9],[C:1]([C@:2]1([C:3][H:10])[C:4]([H:11])([H:12])[C:5]([H:13])([H:14])[O:6]1)([H:7])([H:8])[H:9],63.21770926,56.36048245
79,[C:1]([C@:2]12[C:3]([H:10])([H:11])[C@@:4]1([H:12])[C:5]([H:13])([H:14])[O:6]2)([H:7])([H:8])[H:9],[C:1]([C@:2]1([O:6][H:14])[C:3]([H:10])([H:11])[C@:4]1([C:5][H:13])[H:12])([H:7])([H:8])[H:9],66.74890223,52.55507849
80,[C:1]([C@:2]12[C:3]([H:10])([H:11])[C@@:4]1([H:12])[C:5]([H:13])([H:14])[O:6]2)([H:7])([H:8])[H:9],[C:1]([C:2]1([O+:6]=[C-:5][H:14])[C:3]([H:10])([H:11])[C:4]1([H:12])[H:13])([H:7])([H:8])[H:9],77.11677795,39.14953902
81,[C:1]([C@:2]12[C:3]([H:10])([H:11])[C@@:4]1([H:12])[C:5]([H:13])([H:14])[O:6]2)([H:7])([H:8])[H:9],[C:1]([C:2]1=[C:3]([H:11])[C:4]([H:10])([H:12])[C:5]([H:13])([H:14])[O:6]1)([H:7])([H:8])[H:9],62.38338861,-34.51974726
82,[C:1]([C@:2]12[C:3]([H:10])([H:11])[C@@:4]1([H:12])[C:5]([H:13])([H:14])[O:6]2)([H:7])([H:8])[H:9],[C:1]([C:2]1([C:3]([H:10])([H:11])[H:12])[C:4][C:5]([H:13])([H:14])[O:6]1)([H:7])([H:8])[H:9],60.03222296,52.24692059
83,[C:1]([C@:2]12[C:3]([H:10])([H:11])[C@@:4]1([H:12])[C:5]([H:13])([H:14])[O:6]2)([H:7])([H:8])[H:9],[C:1]([C:2]1=[C:4]([H:12])[C:3]1([H:10])[H:11])([H:7])([H:8])[H:9].[C:5](=[O:6])([H:13])[H:14],51.97796621,18.27154964
84,[C:1]([C@:2]12[C:3]([H:10])([H:11])[C@@:4]1([H:12])[C:5]([H:13])([H:14])[O:6]2)([H:7])([H:8])[H:9],[C:1]([C:3]([C@:4]1([H:12])[C-:2]=[O+:6][C:5]1([H:13])[H:14])([H:10])[H:11])([H:7])([H:8])[H:9],80.54632088,28.77807091
85,[C:1]([C@:2]12[C:3]([H:10])([H:11])[C@@:4]1([H:12])[C:5]([H:13])([H:14])[O:6]2)([H:7])([H:8])[H:9],[C:1]([C:2]1([H:11])[C:3]([H:10])=[C:4]1[H:12])([H:7])([H:8])[H:9].[C:5](=[O:6])([H:13])[H:14],91.95026758,23.86948861
86,[C:1]([C@:2]12[C:3]([H:10])([H:11])[C@@:4]1([H:12])[C:5]([H:13])([H:14])[O:6]2)([H:7])([H:8])[H:9],[C:1]([C:2](=[C:3]([H:10])[H:11])[O:6][C:5]([C:4][H:12])([H:13])[H:14])([H:7])([H:8])[H:9],64.84884308,55.78165407
87,[C:1]([C@:2]12[C:3]([H:10])([H:11])[C@@:4]1([H:12])[C:5]([H:13])([H:14])[O:6]2)([H:7])([H:8])[H:9],[C:1]([C@@:2]1([H:12])[C:3]([H:10])([H:11])[C:4][C:5]([H:13])([H:14])[O:6]1)([H:7])([H:8])[H:9],60.14876563,33.1589431
88,[C:1]([C@:2]12[C:3]([H:10])([H:11])[C@@:4]1([H:12])[C:5]([H:13])([H:14])[O:6]2)([H:7])([H:8])[H:9],[C:1]([C@:2]1([C:3]([C:4][H:12])([H:10])[H:11])[C:5]([H:13])([H:14])[O:6]1)([H:7])([H:8])[H:9],67.89474077,66.22786365
89,[C:1]([C@:2]12[C:3]([H:10])([H:11])[C@@:4]1([H:12])[C:5]([H:13])([H:14])[O:6]2)([H:7])([H:8])[H:9],[C:1]([C:2][C:4]1([H:12])[C:3]([H:10])([H:11])[O:6][C:5]1([H:13])[H:14])([H:7])([H:8])[H:9],103.5220803,59.04160537
90,[C:1]([C@:2]12[C:3]([H:10])([H:11])[C@@:4]1([H:12])[C:5]([H:13])([H:14])[O:6]2)([H:7])([H:8])[H:9],[C:1]([C@:2]12[C:3]([H:10])([H:11])[C@@:4]1([H:12])[C-:5]=[O+:6]2)([H:7])([H:8])[H:9].[H:13][H:14],76.95460488,63.36410521
